method,size,range,distribution,ordered,time
quickSort,12000000,50000,right_skewed,True,28.19681978225708
binarySort,12000000,50000,right_skewed,True,24.284951210021973
mergeSort,11000000,50000,right_skewed,True,60.01027798652649
quickSort,13000000,50000,right_skewed,True,31.936553955078125
binarySort,13000000,50000,right_skewed,True,26.550668954849243
quickSort,1000000,10000,left_skewed,True,0.35884904861450195
mergeSort,1000000,10000,left_skewed,True,3.6672286987304688
binarySort,1000000,10000,left_skewed,True,0.735278844833374
quickSort,2000000,10000,left_skewed,True,0.5388975143432617
mergeSort,12000000,50000,right_skewed,True,63.863123416900635
binarySort,2000000,10000,left_skewed,True,1.530543327331543
quickSort,3000000,10000,left_skewed,True,0.769402027130127
quickSort,14000000,50000,right_skewed,True,34.285019636154175
mergeSort,2000000,10000,left_skewed,True,7.8099470138549805
quickSort,4000000,10000,left_skewed,True,1.0341434478759766
binarySort,3000000,10000,left_skewed,True,2.190638303756714
binarySort,4000000,10000,left_skewed,True,3.0179498195648193
quickSort,5000000,10000,left_skewed,True,1.4831576347351074
binarySort,14000000,50000,right_skewed,True,28.0889413356781
mergeSort,3000000,10000,left_skewed,True,12.561240434646606
quickSort,6000000,10000,left_skewed,True,1.7892212867736816
binarySort,5000000,10000,left_skewed,True,3.845550060272217
mergeSort,4000000,10000,left_skewed,True,16.87444305419922
binarySort,6000000,10000,left_skewed,True,4.491737604141235
quickSort,7000000,10000,left_skewed,True,1.9400222301483154
mergeSort,13000000,50000,right_skewed,True,69.58520126342773
binarySort,7000000,10000,left_skewed,True,4.8169333934783936
quickSort,8000000,10000,left_skewed,True,2.10048770904541
mergeSort,5000000,10000,left_skewed,True,21.834105730056763
quickSort,9000000,10000,left_skewed,True,3.140687942504883
binarySort,8000000,10000,left_skewed,True,6.402410984039307
mergeSort,6000000,10000,left_skewed,True,26.48862385749817
binarySort,9000000,10000,left_skewed,True,6.868988752365112
quickSort,10000000,10000,left_skewed,True,3.261059045791626
mergeSort,7000000,10000,left_skewed,True,31.90636920928955
mergeSort,14000000,50000,right_skewed,True,76.98813033103943
binarySort,10000000,10000,left_skewed,True,7.759657859802246
quickSort,11000000,10000,left_skewed,True,2.991077184677124
quickSort,12000000,10000,left_skewed,True,3.4276673793792725
mergeSort,8000000,10000,left_skewed,True,36.3023476600647
binarySort,11000000,10000,left_skewed,True,8.502843379974365
quickSort,13000000,10000,left_skewed,True,4.111266136169434
binarySort,12000000,10000,left_skewed,True,9.823522567749023
mergeSort,9000000,10000,left_skewed,True,41.220134019851685
quickSort,14000000,10000,left_skewed,True,4.0770814418792725
binarySort,13000000,10000,left_skewed,True,9.920965671539307
mergeSort,10000000,10000,left_skewed,True,45.75624704360962
quickSort,1000000,20000,left_skewed,True,0.30314040184020996
mergeSort,1000000,20000,left_skewed,True,3.715489149093628
binarySort,1000000,20000,left_skewed,True,0.7299563884735107
quickSort,2000000,20000,left_skewed,True,0.5286643505096436
binarySort,14000000,10000,left_skewed,True,11.994046449661255
binarySort,2000000,20000,left_skewed,True,1.5914113521575928
mergeSort,11000000,10000,left_skewed,True,50.3241446018219
quickSort,3000000,20000,left_skewed,True,0.8089282512664795
mergeSort,2000000,20000,left_skewed,True,8.03119969367981
quickSort,4000000,20000,left_skewed,True,1.089153528213501
binarySort,3000000,20000,left_skewed,True,2.226069688796997
binarySort,4000000,20000,left_skewed,True,2.9882490634918213
quickSort,5000000,20000,left_skewed,True,1.3727734088897705
mergeSort,3000000,20000,left_skewed,True,12.963696956634521
mergeSort,12000000,10000,left_skewed,True,55.637174129486084
quickSort,6000000,20000,left_skewed,True,2.340696334838867
binarySort,5000000,20000,left_skewed,True,4.006652593612671
mergeSort,4000000,20000,left_skewed,True,16.82433843612671
binarySort,6000000,20000,left_skewed,True,4.586573600769043
quickSort,7000000,20000,left_skewed,True,1.9278128147125244
mergeSort,13000000,10000,left_skewed,True,60.54962420463562
binarySort,7000000,20000,left_skewed,True,5.255320310592651
mergeSort,5000000,20000,left_skewed,True,21.644792318344116
quickSort,8000000,20000,left_skewed,True,2.243349552154541
quickSort,9000000,20000,left_skewed,True,2.4643754959106445
binarySort,8000000,20000,left_skewed,True,6.103412628173828
mergeSort,6000000,20000,left_skewed,True,26.31438970565796
mergeSort,14000000,10000,left_skewed,True,65.64587545394897
binarySort,9000000,20000,left_skewed,True,6.951758861541748
quickSort,10000000,20000,left_skewed,True,2.9700100421905518
quickSort,11000000,20000,left_skewed,True,3.1636955738067627
mergeSort,7000000,20000,left_skewed,True,31.05754041671753
binarySort,10000000,20000,left_skewed,True,7.758262395858765
quickSort,12000000,20000,left_skewed,True,3.2715747356414795
binarySort,11000000,20000,left_skewed,True,8.358531713485718
mergeSort,8000000,20000,left_skewed,True,35.50914430618286
quickSort,13000000,20000,left_skewed,True,4.245867013931274
binarySort,12000000,20000,left_skewed,True,9.145634889602661
mergeSort,9000000,20000,left_skewed,True,40.66561245918274
quickSort,14000000,20000,left_skewed,True,4.891999006271362
binarySort,13000000,20000,left_skewed,True,10.668244123458862
mergeSort,10000000,20000,left_skewed,True,46.50467658042908
quickSort,1000000,30000,left_skewed,True,0.2826817035675049
mergeSort,1000000,30000,left_skewed,True,4.010656118392944
binarySort,1000000,30000,left_skewed,True,0.6589035987854004
quickSort,2000000,30000,left_skewed,True,0.5653376579284668
binarySort,14000000,20000,left_skewed,True,11.181436777114868
binarySort,2000000,30000,left_skewed,True,1.5500197410583496
quickSort,3000000,30000,left_skewed,True,0.8994638919830322
mergeSort,2000000,30000,left_skewed,True,8.320973873138428
mergeSort,11000000,20000,left_skewed,True,53.14862585067749
quickSort,4000000,30000,left_skewed,True,1.2222638130187988
binarySort,3000000,30000,left_skewed,True,2.414811372756958
binarySort,4000000,30000,left_skewed,True,3.2766594886779785
quickSort,5000000,30000,left_skewed,True,1.362269639968872
mergeSort,3000000,30000,left_skewed,True,13.233985424041748
mergeSort,12000000,20000,left_skewed,True,58.09565877914429
quickSort,6000000,30000,left_skewed,True,1.6877756118774414
binarySort,5000000,30000,left_skewed,True,4.022346258163452
mergeSort,4000000,30000,left_skewed,True,17.771952390670776
binarySort,6000000,30000,left_skewed,True,4.699398994445801
quickSort,7000000,30000,left_skewed,True,2.254945993423462
mergeSort,13000000,20000,left_skewed,True,63.11522912979126
binarySort,7000000,30000,left_skewed,True,5.449074983596802
mergeSort,5000000,30000,left_skewed,True,22.704055070877075
quickSort,8000000,30000,left_skewed,True,2.500448226928711
quickSort,9000000,30000,left_skewed,True,2.6020166873931885
binarySort,8000000,30000,left_skewed,True,6.104433298110962
mergeSort,6000000,30000,left_skewed,True,26.857753038406372
mergeSort,14000000,20000,left_skewed,True,67.61314392089844
quickSort,10000000,30000,left_skewed,True,2.970564365386963
binarySort,9000000,30000,left_skewed,True,7.022592306137085
quickSort,11000000,30000,left_skewed,True,3.414888620376587
mergeSort,7000000,30000,left_skewed,True,31.373549938201904
binarySort,10000000,30000,left_skewed,True,7.72124719619751
quickSort,12000000,30000,left_skewed,True,3.344637155532837
binarySort,11000000,30000,left_skewed,True,8.52609896659851
mergeSort,8000000,30000,left_skewed,True,36.23126268386841
quickSort,13000000,30000,left_skewed,True,4.645204782485962
binarySort,12000000,30000,left_skewed,True,9.205853939056396
mergeSort,9000000,30000,left_skewed,True,40.251373529434204
quickSort,14000000,30000,left_skewed,True,5.376558303833008
binarySort,13000000,30000,left_skewed,True,9.809391260147095
mergeSort,10000000,30000,left_skewed,True,45.86418867111206
quickSort,1000000,40000,left_skewed,True,0.35228586196899414
mergeSort,1000000,40000,left_skewed,True,3.9220290184020996
binarySort,1000000,40000,left_skewed,True,0.6478347778320312
quickSort,2000000,40000,left_skewed,True,0.5310163497924805
binarySort,14000000,30000,left_skewed,True,10.623978853225708
binarySort,2000000,40000,left_skewed,True,1.5171983242034912
quickSort,3000000,40000,left_skewed,True,0.829695463180542
mergeSort,11000000,30000,left_skewed,True,50.69447040557861
mergeSort,2000000,40000,left_skewed,True,7.911700963973999
binarySort,3000000,40000,left_skewed,True,2.327962875366211
quickSort,4000000,40000,left_skewed,True,1.1651997566223145
binarySort,4000000,40000,left_skewed,True,2.938422918319702
quickSort,5000000,40000,left_skewed,True,1.349755048751831
mergeSort,3000000,40000,left_skewed,True,12.587805986404419
mergeSort,12000000,30000,left_skewed,True,56.0689263343811
binarySort,5000000,40000,left_skewed,True,3.9845924377441406
quickSort,6000000,40000,left_skewed,True,1.6256873607635498
mergeSort,4000000,40000,left_skewed,True,17.281843185424805
binarySort,6000000,40000,left_skewed,True,4.5642476081848145
quickSort,7000000,40000,left_skewed,True,2.0206966400146484
binarySort,7000000,40000,left_skewed,True,5.385513067245483
mergeSort,13000000,30000,left_skewed,True,61.04892182350159
mergeSort,5000000,40000,left_skewed,True,22.279129028320312
quickSort,8000000,40000,left_skewed,True,2.170001745223999
quickSort,9000000,40000,left_skewed,True,2.506845474243164
binarySort,8000000,40000,left_skewed,True,6.105237245559692
mergeSort,6000000,40000,left_skewed,True,26.677844524383545
quickSort,10000000,40000,left_skewed,True,2.848140239715576
mergeSort,14000000,30000,left_skewed,True,65.76828813552856
binarySort,9000000,40000,left_skewed,True,6.71185564994812
quickSort,11000000,40000,left_skewed,True,3.1394848823547363
mergeSort,7000000,40000,left_skewed,True,30.954371690750122
binarySort,10000000,40000,left_skewed,True,8.230297327041626
quickSort,12000000,40000,left_skewed,True,3.274142026901245
binarySort,11000000,40000,left_skewed,True,8.171085357666016
mergeSort,8000000,40000,left_skewed,True,35.765809059143066
binarySort,12000000,40000,left_skewed,True,9.119163990020752
quickSort,13000000,40000,left_skewed,True,4.843182802200317
mergeSort,9000000,40000,left_skewed,True,40.251391887664795
quickSort,14000000,40000,left_skewed,True,4.9671080112457275
binarySort,13000000,40000,left_skewed,True,9.820390462875366
mergeSort,10000000,40000,left_skewed,True,45.543529748916626
quickSort,1000000,50000,left_skewed,True,0.27784109115600586
mergeSort,1000000,50000,left_skewed,True,4.093205213546753
binarySort,1000000,50000,left_skewed,True,0.7723522186279297
binarySort,14000000,40000,left_skewed,True,10.702847480773926
quickSort,2000000,50000,left_skewed,True,0.6969344615936279
binarySort,2000000,50000,left_skewed,True,1.5127077102661133
quickSort,3000000,50000,left_skewed,True,0.7965517044067383
mergeSort,11000000,40000,left_skewed,True,49.724791049957275
binarySort,3000000,50000,left_skewed,True,2.2501773834228516
quickSort,4000000,50000,left_skewed,True,1.0233864784240723
mergeSort,2000000,50000,left_skewed,True,8.252277851104736
binarySort,4000000,50000,left_skewed,True,3.115464687347412
quickSort,5000000,50000,left_skewed,True,1.510744571685791
mergeSort,3000000,50000,left_skewed,True,12.56610918045044
mergeSort,12000000,40000,left_skewed,True,54.869404315948486
binarySort,5000000,50000,left_skewed,True,3.4067349433898926
quickSort,6000000,50000,left_skewed,True,1.6590945720672607
mergeSort,4000000,50000,left_skewed,True,17.145678997039795
binarySort,6000000,50000,left_skewed,True,4.495282173156738
quickSort,7000000,50000,left_skewed,True,1.913191795349121
binarySort,7000000,50000,left_skewed,True,5.338525772094727
mergeSort,13000000,40000,left_skewed,True,60.013548135757446
mergeSort,5000000,50000,left_skewed,True,21.91706609725952
quickSort,8000000,50000,left_skewed,True,2.1795501708984375
quickSort,9000000,50000,left_skewed,True,2.5540683269500732
binarySort,8000000,50000,left_skewed,True,6.217390060424805
mergeSort,6000000,50000,left_skewed,True,26.350733518600464
quickSort,10000000,50000,left_skewed,True,2.963949680328369
mergeSort,14000000,40000,left_skewed,True,65.06373286247253
binarySort,9000000,50000,left_skewed,True,7.036786794662476
quickSort,11000000,50000,left_skewed,True,3.104738473892212
mergeSort,7000000,50000,left_skewed,True,30.800301551818848
binarySort,10000000,50000,left_skewed,True,7.834125280380249
quickSort,12000000,50000,left_skewed,True,3.279966115951538
binarySort,11000000,50000,left_skewed,True,9.147600650787354
mergeSort,8000000,50000,left_skewed,True,35.74454045295715
quickSort,13000000,50000,left_skewed,True,4.632985353469849
binarySort,12000000,50000,left_skewed,True,8.851765632629395
mergeSort,9000000,50000,left_skewed,True,40.438854694366455
quickSort,14000000,50000,left_skewed,True,4.123956680297852
binarySort,13000000,50000,left_skewed,True,10.16423225402832
mergeSort,10000000,50000,left_skewed,True,45.28314447402954
binarySort,14000000,50000,left_skewed,True,10.347803831100464
mergeSort,11000000,50000,left_skewed,True,50.018086671829224
mergeSort,12000000,50000,left_skewed,True,50.94003653526306
mergeSort,13000000,50000,left_skewed,True,49.778401374816895
mergeSort,14000000,50000,left_skewed,True,47.674943685531616
